datetime,Thermocouple_1_Temperature_F,Thermocouple_2_Temperature_F,Thermocouple_3_Temperature_F,Thermocouple_4_Temperature_F,Accelerometer_1_Crest_Factor_g_g,Accelerometer_1_Derived_Peak_g,Accelerometer_1_Peak-Peak_g,Accelerometer_1_RMS_g,Accelerometer_1_True_Peak_g,Accelerometer_1_High_Frequency_g_rms,Accelerometer_2_Crest_Factor_g_g,Accelerometer_2_Derived_Peak_g,Accelerometer_2_Peak-Peak_g,Accelerometer_2_RMS_g,Accelerometer_2_True_Peak_g,Accelerometer_2_High_Frequency_g_rms,Accelerometer_3_Crest_Factor_g_g,Accelerometer_3_Derived_Peak_g,Accelerometer_3_Peak-Peak_g,Accelerometer_3_RMS_g,Accelerometer_3_True_Peak_g,Accelerometer_3_High_Frequency_g_rms,Accelerometer_4_Crest_Factor_g_g,Accelerometer_4_Derived_Peak_g,Accelerometer_4_Peak-Peak_g,Accelerometer_4_RMS_g,Accelerometer_4_True_Peak_g,Accelerometer_4_High_Frequency_g_rms,Tachometer_Speed_RPM,Tachometer_Gap_volt,status,voltage
2025-08-01 13:18:08,74.35006979878608,69.42455365189906,70.41199177631798,70.60098066234755,1.63287192113715,0.2551234928691885,0.56243896484375,0.180399551847801,0.2945693627979997,0.0082428562601824,1.7664611712055307,0.2246302646947852,0.518035888671875,0.1588375834254117,0.280580423649109,0.0036017614445508,3.9621808167931127,0.0076241876518608,0.0409698486328125,0.0053911147896695,0.0213605716007584,0.0018766292974095,5.030143039111912,0.0100778043428076,0.05859375,0.0071260837902705,0.0358452207737575,0.002104678438639,741.1245709897629,,baseline,40.0
2025-08-01 13:19:09,74.36932985704824,69.41996286231478,70.4141748271508,70.56656497237444,1.6501602318230262,0.2553344190157524,0.5655670166015625,0.1805486991563658,0.2979342832552145,0.0083178233508309,1.7432385503575212,0.2248804000741669,0.5153656005859375,0.1590144558483872,0.2772001294990325,0.0035390038725652,3.993056855398932,0.007529968061806,0.0421905517578125,0.0053244914786211,0.0212609972002214,0.0019170655425103,4.537628481518689,0.0095383405705833,0.055389404296875,0.0067446252987262,0.0306046038526717,0.002118411033578,740.0551942746406,,baseline,40.0
2025-08-01 13:20:08,74.51827926411154,69.3004290558045,70.39659333245663,70.53168329966556,1.6477651809707952,0.2554223116671594,0.5675506591796875,0.1806108486461922,0.2976042677047818,0.008065965028805,1.7802124985837806,0.2258935427975928,0.5304718017578125,0.1597308559384314,0.2843548661510809,0.0037532014863971,3.7632232727014383,0.0073654642993104,0.038299560546875,0.0052081697526298,0.0195995056212762,0.001900761005331,4.951448872421935,0.0099262868944517,0.0604248046875,0.0070189447750699,0.0347539461921119,0.0022004501093802,943.9424937143316,,baseline,50.0
2025-08-01 13:21:09,74.65259267589491,69.34034840468411,70.41449901192365,70.55823847380061,1.649712739257701,0.2556049840533865,0.56854248046875,0.1807400175292289,0.2981691094116291,0.0082197886762883,1.7823773018169091,0.22606744622331,0.5284881591796875,0.1598538242300276,0.2849198279162311,0.00368517867476,3.983006555447924,0.0074040203437616,0.040130615234375,0.005235432993117,0.0208527639321933,0.0018906671759613,4.251398310245245,0.009561840814818,0.0557708740234375,0.0067612424807841,0.0287447348579642,0.0021889548190167,945.9936507703312,,baseline,50.0
2025-08-01 13:22:09,74.6750065742678,69.2544227865588,70.38462866194011,70.50374858179623,1.6471150927178877,0.255678799072588,0.564117431640625,0.1807922126298597,0.2977855820685035,0.0080831117558973,1.7766172794986876,0.2263264758003196,0.5258941650390625,0.160036985800459,0.2843244743319816,0.0038149411594236,3.988947626249439,0.0072867144434083,0.0392913818359375,0.005152485195504,0.0205529935898911,0.0018809622339075,4.749114290046403,0.0096924040571352,0.0571441650390625,0.0068535646348003,0.032548361744887,0.0021879152299242,947.3707236237487,,baseline,50.0
2025-08-01 13:23:08,74.76177437068499,69.3286187049689,70.36561813557147,70.52799368128883,1.6451888319005452,0.2558423898958088,0.56640625,0.180907888810299,0.2976276382734096,0.0081469277729486,1.8089751479831573,0.2263530905209683,0.54351806640625,0.1600558052499091,0.2895369739875178,0.0037578676795629,3.8359503459549904,0.0076401676585323,0.0405120849609375,0.0054024143607503,0.0207233932361126,0.0019347398374936,4.0815145052719854,0.0096916770618407,0.05218505859375,0.0068530505714977,0.0279708253129304,0.0022544120229504,947.464229109725,,baseline,50.0
2025-08-01 13:24:08,74.92457744291795,69.24604769732105,70.3318399749013,70.44963207362393,1.6704666048285424,0.2558697210482487,0.5698394775390625,0.1809272148535269,0.3022328703174553,0.0081887686056439,1.8254319330819675,0.2264930925858756,0.538177490234375,0.1601548016593852,0.2923516891854506,0.0037350290127496,4.712882118101709,0.0072538903621496,0.0429534912109375,0.0051292750650597,0.0241736687329451,0.0018797484412353,5.179643856957047,0.009759401368813,0.0591278076171875,0.0069009388882089,0.0357444057195475,0.0022558691278762,947.287518795133,,baseline,50.0
2025-08-01 13:25:09,75.15918193721488,69.24744714740396,70.31461318869236,70.42508602085306,1.646685900787371,0.255918480273109,0.567626953125,0.180961692832071,0.2979870681691865,0.0080834014761721,1.7862525097464714,0.2265804452629052,0.5298614501953125,0.1602165693296676,0.2861872490680883,0.0037423478609243,4.1912244860303165,0.0077141582702308,0.0421142578125,0.0054547336240265,0.0228620131297929,0.0019090599318517,4.66766602917027,0.0100490809966004,0.0594329833984375,0.007105773317389,0.0331673767245614,0.0022579925032714,947.3464150586632,,baseline,50.0
2025-08-01 13:26:08,75.30848422030103,69.282812927126,70.32397706616021,70.44043867415212,1.6527828004450518,0.2559714713444199,0.57037353515625,0.1809991631779373,0.2991523037954422,0.0081331675501183,1.8261546717441823,0.2266939594316394,0.5429840087890625,0.1602968359681403,0.2927268158690304,0.0039042283322102,4.5807042607771535,0.0073599483533024,0.043792724609375,0.0052042693898029,0.0238392189681023,0.0019432213204076,4.443558139065229,0.0097814744683013,0.054473876953125,0.0069165469265389,0.0307340783896488,0.0022613274240536,947.8178489471294,,baseline,50.0
2025-08-01 13:27:08,75.41881592559402,69.24325200585322,70.30605481828633,70.4837408373235,1.6507095650460593,0.2558579636141608,0.567169189453125,0.180918901092154,0.2986445605304406,0.0080635217052782,1.7930256658755066,0.2268078293103133,0.538177490234375,0.1603773541315235,0.2875607121830269,0.0039335227850868,3.664352411160424,0.007520590383627,0.0388336181640625,0.0053178604587889,0.0194865147943781,0.0019558864136697,4.664395825947116,0.0100935923212013,0.055694580078125,0.0071372475768539,0.0332909478062286,0.0022201386269609,948.112733244745,,baseline,50.0
